fold_id,feature,coefficient
58,sample_avg_pairwise_correlation,-0.013088618182446663
58,sample_condition_number,-0.005956179861179398
58,ledoit_wolf_condition_number,-0.0089198058179778
58,rmt_condition_number,-0.004326050411306913
58,ledoit_wolf_to_sample_condition_ratio,-0.002196986052514654
58,rmt_to_sample_condition_ratio,0.005833066761025366
58,trailing_realized_volatility,0.056129819853292136
58,__intercept__,0.03771732075176843
59,sample_avg_pairwise_correlation,-0.013010338014056691
59,sample_condition_number,-0.005861720175462454
59,ledoit_wolf_condition_number,-0.00906337272504036
59,rmt_condition_number,-0.0042926338754988615
59,ledoit_wolf_to_sample_condition_ratio,-0.002058302066306804
59,rmt_to_sample_condition_ratio,0.005619897198468006
59,trailing_realized_volatility,0.05583981731952605
59,__intercept__,0.03725115217218441
60,sample_avg_pairwise_correlation,-0.013065420484066637
60,sample_condition_number,-0.0059358015423584655
60,ledoit_wolf_condition_number,-0.009218226264897272
60,rmt_condition_number,-0.0038826341382678146
60,ledoit_wolf_to_sample_condition_ratio,-0.0019128130416018628
60,rmt_to_sample_condition_ratio,0.005140142289235696
60,trailing_realized_volatility,0.05555541835608791
60,__intercept__,0.03681378302860686
61,sample_avg_pairwise_correlation,-0.012906449501743822
61,sample_condition_number,-0.005709093859949106
61,ledoit_wolf_condition_number,-0.009113638219309723
61,rmt_condition_number,-0.004341357731390335
61,ledoit_wolf_to_sample_condition_ratio,-0.001898598354030542
61,rmt_to_sample_condition_ratio,0.005501333522220847
61,trailing_realized_volatility,0.055475748226994054
61,__intercept__,0.03635314562645229
62,sample_avg_pairwise_correlation,-0.012502117826286538
62,sample_condition_number,-0.0048983320590144
62,ledoit_wolf_condition_number,-0.009588097394360189
62,rmt_condition_number,-0.004707917740496807
62,ledoit_wolf_to_sample_condition_ratio,-0.0013204549598966162
62,rmt_to_sample_condition_ratio,0.005847206235358924
62,trailing_realized_volatility,0.05568110747227097
62,__intercept__,0.0358969651109717
63,sample_avg_pairwise_correlation,-0.012161473080628758
63,sample_condition_number,-0.00417007132045692
63,ledoit_wolf_condition_number,-0.00999409705818681
63,rmt_condition_number,-0.005096691235470448
63,ledoit_wolf_to_sample_condition_ratio,-0.000787403687664373
63,rmt_to_sample_condition_ratio,0.006207626224481639
63,trailing_realized_volatility,0.055905471063058536
63,__intercept__,0.03544866927594125
64,sample_avg_pairwise_correlation,-0.011551495536483082
64,sample_condition_number,-0.003192191224423354
64,ledoit_wolf_condition_number,-0.012118561066219653
64,rmt_condition_number,-0.0035282166816174502
64,ledoit_wolf_to_sample_condition_ratio,0.0013944283713190038
64,rmt_to_sample_condition_ratio,0.004423075926544398
64,trailing_realized_volatility,0.05622167521471399
64,__intercept__,0.03504885667495378
65,sample_avg_pairwise_correlation,-0.011134710536712899
65,sample_condition_number,-0.0024815931226718803
65,ledoit_wolf_condition_number,-0.0134080565455465
65,rmt_condition_number,-0.0023141550408643566
